orden_id,producto_id,cantidad,precio_unitario
00000000000000000000069c,3901,3,329.0
00000000000000000000069c,2299,2,349.0
00000000000000000000069d,5183,3,189.0
00000000000000000000069d,4689,1,78.9
00000000000000000000069d,1876,1,1198.0
00000000000000000000069d,4857,2,244.93
00000000000000000000069e,1216,3,139.9
00000000000000000000069f,3192,1,699.0
0000000000000000000006a0,1830,1,789.0
0000000000000000000006a0,5187,2,99.99
0000000000000000000006a1,3971,1,55.93
0000000000000000000006a1,2574,3,179.0
0000000000000000000006a1,4955,1,89.0
0000000000000000000006a1,4394,3,74.4
0000000000000000000006a2,4130,1,79.0
0000000000000000000006a2,2314,2,98.9
0000000000000000000006a3,2426,1,55.1
0000000000000000000006a4,1210,3,54899.0
0000000000000000000006a4,3660,2,889.0
0000000000000000000006a5,3736,2,1139.0
0000000000000000000006a5,2261,2,249.0
0000000000000000000006a5,1621,1,2399.0
0000000000000000000006a5,4969,3,34.93
0000000000000000000006a6,3022,2,1149.0
0000000000000000000006a6,1162,3,465.0
0000000000000000000006a7,2676,3,559.0
0000000000000000000006a8,323,3,929.0
0000000000000000000006a8,4192,3,64.9
0000000000000000000006a8,458,3,429.0
0000000000000000000006a9,1339,3,114.55
0000000000000000000006aa,2815,1,349.9
0000000000000000000006ab,4491,1,49.0
0000000000000000000006ab,733,2,189.0
0000000000000000000006ac,5282,3,418.53
0000000000000000000006ad,346,1,419.0
0000000000000000000006ad,1795,1,1449.0
0000000000000000000006ae,5491,3,55.0
0000000000000000000006ae,3243,2,819.0
0000000000000000000006ae,158,2,1135.0
0000000000000000000006af,4831,1,112.9
0000000000000000000006b0,3016,1,3999.0
0000000000000000000006b0,4171,2,99.9
0000000000000000000006b1,3067,3,3319.0
0000000000000000000006b2,2680,2,589.0
0000000000000000000006b3,5337,3,72.73
0000000000000000000006b3,5504,2,69.9
0000000000000000000006b4,1685,3,1789.0
0000000000000000000006b4,1640,3,499.0
0000000000000000000006b4,4672,2,329.0
0000000000000000000006b5,446,3,7999.0
0000000000000000000006b6,196,2,4559.0
0000000000000000000006b7,3184,2,3199.0
0000000000000000000006b7,2682,2,259.0
0000000000000000000006b8,5465,1,86.9
0000000000000000000006b8,2036,3,249.0
0000000000000000000006b9,2247,2,309.0
0000000000000000000006b9,1,2,2049.0
0000000000000000000006b9,2486,3,130.0
0000000000000000000006ba,3467,1,1490.0
0000000000000000000006ba,3055,2,2549.77
0000000000000000000006bb,2153,2,258.0
0000000000000000000006bc,5216,3,99.0
0000000000000000000006bd,923,1,419.0
0000000000000000000006be,185,3,2099.0
0000000000000000000006bf,5555,2,93.9
0000000000000000000006c0,109,3,499.0
0000000000000000000006c1,3926,1,79.92
0000000000000000000006c1,1661,3,1549.0
0000000000000000000006c1,2190,2,269.0
0000000000000000000006c2,362,3,869.0
0000000000000000000006c2,4614,2,299.0
0000000000000000000006c2,3567,1,131.9
0000000000000000000006c2,4579,3,79.9
0000000000000000000006c3,3871,3,490.0
0000000000000000000006c4,2628,2,480.0
0000000000000000000006c4,5238,2,93.9
0000000000000000000006c5,1210,3,54899.0
0000000000000000000006c5,5511,3,19.9
0000000000000000000006c5,4052,2,64.9
0000000000000000000006c6,2939,3,1799.0
0000000000000000000006c7,2814,1,5199.0
0000000000000000000006c7,4149,3,59.9
0000000000000000000006c7,5121,2,459.0
0000000000000000000006c8,1687,3,1789.0
0000000000000000000006c9,4257,3,25.9
0000000000000000000006c9,851,1,749.0
0000000000000000000006ca,2744,1,219.0
0000000000000000000006ca,4008,2,299.0
0000000000000000000006cb,3218,3,699.0
0000000000000000000006cb,1795,2,1449.0
0000000000000000000006cc,3717,3,999.0
0000000000000000000006cc,1276,1,294.9
0000000000000000000006cd,592,2,79.0
0000000000000000000006cd,5693,1,239.9
0000000000000000000006ce,1565,2,2729.0
0000000000000000000006ce,193,1,1699.0
0000000000000000000006ce,133,1,529.0
0000000000000000000006ce,255,1,2860.0
0000000000000000000006cf,3457,1,639.0
0000000000000000000006cf,2929,3,1852.0
0000000000000000000006cf,5420,3,29.9
0000000000000000000006cf,3302,2,999.0
0000000000000000000006d0,5204,3,35.0
0000000000000000000006d0,5037,2,55.93
0000000000000000000006d0,4861,1,479.9
0000000000000000000006d0,344,2,419.0
0000000000000000000006d1,803,3,94.0
0000000000000000000006d1,3463,3,549.0
0000000000000000000006d1,5641,2,330.0
0000000000000000000006d2,3994,1,139.9
0000000000000000000006d3,2764,3,309.0
0000000000000000000006d3,1978,2,1281.0
0000000000000000000006d4,3364,1,1059.0
0000000000000000000006d5,3641,2,739.0
0000000000000000000006d5,567,2,89.0
0000000000000000000006d5,4113,3,35.9
0000000000000000000006d5,1485,3,319.0
0000000000000000000006d6,964,3,685.56
0000000000000000000006d7,4925,2,79.92
0000000000000000000006d8,3984,1,599.9
0000000000000000000006d9,360,1,819.0
0000000000000000000006d9,2477,2,93.9
0000000000000000000006d9,1497,3,59.9
0000000000000000000006da,1141,1,2699.0
0000000000000000000006db,3523,3,219.9
0000000000000000000006db,169,3,3199.0
0000000000000000000006dc,2285,3,269.9
0000000000000000000006dc,3575,3,499.9
0000000000000000000006dd,4155,1,28.0
0000000000000000000006dd,1993,1,1167.9
0000000000000000000006de,4473,3,25.9
0000000000000000000006de,3059,2,1390.0
0000000000000000000006df,4585,1,45.0
0000000000000000000006df,326,1,899.0
0000000000000000000006e0,4180,1,158.0
0000000000000000000006e1,1123,2,798.0
0000000000000000000006e2,3919,1,529.0
0000000000000000000006e2,3922,1,529.0
0000000000000000000006e3,1041,3,820.0
0000000000000000000006e4,2024,2,1199.0
0000000000000000000006e4,5136,3,199.0
0000000000000000000006e5,352,1,2249.0
0000000000000000000006e5,2626,1,329.0
0000000000000000000006e5,3233,3,599.0
0000000000000000000006e6,1044,3,367.0
0000000000000000000006e6,3927,2,331.9
0000000000000000000006e6,5038,3,59.9
0000000000000000000006e7,615,2,45.5
0000000000000000000006e8,328,2,5099.0
0000000000000000000006e8,3028,2,2799.9
0000000000000000000006e8,2273,2,179.99
0000000000000000000006e9,2525,3,329.9
0000000000000000000006e9,3850,2,1899.0
0000000000000000000006ea,4958,1,89.0
0000000000000000000006ea,4910,2,127.92
0000000000000000000006ea,5415,2,49.0
0000000000000000000006ea,4703,1,31.92
0000000000000000000006eb,2198,2,249.0
0000000000000000000006ec,4637,1,159.2
0000000000000000000006ec,1567,2,699.0
0000000000000000000006ec,2856,3,359.0
0000000000000000000006ec,2510,3,198.9
0000000000000000000006ed,1141,1,2699.0
0000000000000000000006ed,5639,3,450.0
0000000000000000000006ed,2417,3,67.2
0000000000000000000006ee,1421,3,429.9
0000000000000000000006ee,961,3,641.11
0000000000000000000006ef,5305,2,69.0
0000000000000000000006f0,2797,2,699.0
0000000000000000000006f0,1199,3,793.0
0000000000000000000006f1,27,2,399.0
0000000000000000000006f1,546,2,70.0
0000000000000000000006f1,1548,3,209.0
0000000000000000000006f1,2088,3,459.0
0000000000000000000006f2,3504,3,93.9
0000000000000000000006f3,1145,1,650.0
0000000000000000000006f4,2273,3,179.99
0000000000000000000006f4,881,2,2189.0
0000000000000000000006f4,4494,1,39.9
0000000000000000000006f5,5410,3,45.0
0000000000000000000006f6,1972,1,74.99
0000000000000000000006f7,1937,1,1249.0
0000000000000000000006f8,3140,3,2999.0
0000000000000000000006f8,1665,1,1549.0
0000000000000000000006f8,4438,1,23.9
0000000000000000000006f9,1021,2,677.0
0000000000000000000006f9,784,1,2919.0
0000000000000000000006f9,2017,1,1250.0
0000000000000000000006fa,26,1,419.0
0000000000000000000006fb,1903,1,1499.0
0000000000000000000006fb,823,2,1599.0
0000000000000000000006fc,3115,2,569.99
0000000000000000000006fc,189,1,1699.0
0000000000000000000006fc,4435,3,23.9
0000000000000000000006fd,4158,3,59.0
0000000000000000000006fe,4924,1,127.92
0000000000000000000006fe,5598,2,650680.0
0000000000000000000006fe,3094,1,5319.0
0000000000000000000006ff,3109,1,3299.0
0000000000000000000006ff,4919,3,90.93
0000000000000000000006ff,3848,3,1899.0
000000000000000000000700,2828,2,349.9
000000000000000000000701,2089,2,449.0
000000000000000000000702,1796,3,1399.0
000000000000000000000703,2987,3,4449.0
000000000000000000000703,394,1,979.0
000000000000000000000703,1873,1,7369.0
000000000000000000000703,738,3,2549.0
000000000000000000000704,2402,2,89.0
000000000000000000000704,1161,2,399.0
000000000000000000000705,1900,3,1699.0
000000000000000000000705,756,1,269.0
000000000000000000000706,3853,2,2599.0
000000000000000000000707,632,1,259.0
000000000000000000000707,552,2,39.0
000000000000000000000708,3023,1,1149.0
000000000000000000000708,1466,3,315.0
000000000000000000000709,4205,3,59.9
000000000000000000000709,170,1,3499.0
000000000000000000000709,4104,2,125.0
00000000000000000000070a,4989,2,29.95
00000000000000000000070b,2034,3,249.0
00000000000000000000070b,1328,1,159.9
00000000000000000000070b,5244,1,89.0
00000000000000000000070c,5551,3,69.0
00000000000000000000070c,3236,3,286.9
00000000000000000000070c,4509,2,42.9
00000000000000000000070d,4961,3,89.0
00000000000000000000070e,1368,1,150.0
00000000000000000000070e,4122,1,70.0
00000000000000000000070e,4094,1,129.0
00000000000000000000070e,1035,3,2850.0
00000000000000000000070f,2454,2,226.1
000000000000000000000710,5231,2,924.5
000000000000000000000710,1206,3,521.9
000000000000000000000711,1166,1,540.0
000000000000000000000712,3811,1,1389.0
000000000000000000000712,3044,2,2590.0
000000000000000000000713,830,1,919.0
000000000000000000000713,2421,2,49.8
000000000000000000000713,3065,2,3829.0
000000000000000000000714,2907,3,139.9
000000000000000000000714,4199,2,59.9
000000000000000000000715,1585,2,2899.0
000000000000000000000716,4601,1,35.0
000000000000000000000716,2209,3,329.0
000000000000000000000716,491,1,59.41
000000000000000000000717,3771,2,190.0
000000000000000000000717,2843,2,189.9
000000000000000000000717,5094,2,85.0
000000000000000000000718,3551,3,8.69
000000000000000000000718,4211,3,99.9
000000000000000000000718,297,3,1938.0
000000000000000000000719,3096,3,3999.0
000000000000000000000719,2705,3,399.0
000000000000000000000719,5412,3,39.9
000000000000000000000719,3604,2,32.9
00000000000000000000071a,1805,1,1199.0
00000000000000000000071b,3421,2,349.9
00000000000000000000071b,1243,3,159.0
00000000000000000000071c,307,2,5189.0
00000000000000000000071d,4043,2,79.9
00000000000000000000071d,936,2,659.0
00000000000000000000071d,656,3,299.0
00000000000000000000071d,5484,3,39.9
00000000000000000000071e,4489,3,59.0
00000000000000000000071e,2709,3,589.0
00000000000000000000071f,2286,1,475.0
00000000000000000000071f,4865,1,41.93
000000000000000000000720,3316,1,789.0
000000000000000000000721,4547,1,209.9
000000000000000000000721,1832,2,789.0
000000000000000000000721,1794,1,1345.0
000000000000000000000722,3435,2,3576.0
000000000000000000000722,4642,1,199.0
000000000000000000000722,2714,1,489.0
000000000000000000000723,467,2,940.0
000000000000000000000723,3569,1,899.0
000000000000000000000723,3326,2,1300.0
000000000000000000000724,3986,2,55.93
000000000000000000000725,2347,1,199.0
000000000000000000000725,1993,2,1167.9
000000000000000000000725,5002,1,34.3
000000000000000000000726,70,1,329.0
000000000000000000000727,18,1,529.0
000000000000000000000727,3861,2,1799.0
000000000000000000000727,1455,2,119.9
000000000000000000000727,268,3,1299.9
000000000000000000000728,1354,2,139.0
000000000000000000000729,1575,2,2999.0
000000000000000000000729,1393,2,133.9
00000000000000000000072a,5020,2,41.93
00000000000000000000072b,4218,2,89.0
00000000000000000000072b,788,3,449.0
00000000000000000000072c,5693,2,239.9
00000000000000000000072c,3873,2,97.9
00000000000000000000072d,1927,3,1449.0
00000000000000000000072d,2534,2,209.9
00000000000000000000072e,4815,1,149.9
00000000000000000000072f,2726,3,299.0
000000000000000000000730,5279,3,181.93
000000000000000000000731,5376,1,48.9
000000000000000000000731,278,2,2499.0
000000000000000000000731,2984,1,1349.0
000000000000000000000732,4077,2,234.0
000000000000000000000733,2679,3,629.0
000000000000000000000733,3460,2,1638.0
000000000000000000000734,1345,2,200.0
000000000000000000000735,1150,1,4350.0
000000000000000000000736,3424,3,3599.0
000000000000000000000736,315,2,549.0
000000000000000000000736,76,3,639.0
000000000000000000000737,4105,1,115.0
000000000000000000000737,1653,1,432.0
000000000000000000000738,3201,3,699.0
000000000000000000000739,323,3,929.0
000000000000000000000739,3727,2,499.0
000000000000000000000739,4842,3,127.92
00000000000000000000073a,5137,2,69.9
00000000000000000000073a,515,2,489.0
00000000000000000000073b,4841,2,90.93
00000000000000000000073b,1826,3,1699.0
00000000000000000000073b,3681,1,1579.0
00000000000000000000073b,2169,1,259.0
00000000000000000000073c,333,2,1029.0
00000000000000000000073c,1817,1,1499.0
00000000000000000000073d,4478,1,20.0
00000000000000000000073d,3415,3,350.0
00000000000000000000073e,5434,3,49.0
00000000000000000000073e,420,1,449.0
00000000000000000000073e,4069,3,219.0
00000000000000000000073f,3187,3,699.0
00000000000000000000073f,4594,3,16.9
00000000000000000000073f,2692,1,369.0
00000000000000000000073f,1452,1,69.9
000000000000000000000740,1064,3,609.0
000000000000000000000741,3494,3,1049.0
000000000000000000000741,1672,1,1690.0
000000000000000000000742,5235,1,9.9
000000000000000000000742,562,1,55.9
000000000000000000000743,2213,1,287.1
000000000000000000000744,1001,3,899.0
000000000000000000000744,3943,3,140.9
000000000000000000000745,1551,3,185.0
000000000000000000000746,1330,3,187.27
000000000000000000000746,1195,3,749.0
000000000000000000000746,2803,3,49.9
000000000000000000000746,1314,1,390.68
000000000000000000000747,3189,2,1699.0
000000000000000000000748,5088,3,65.0
000000000000000000000749,4050,2,249.0
000000000000000000000749,4567,2,123.2
000000000000000000000749,3751,3,109.0
00000000000000000000074a,2912,1,39.9
00000000000000000000074b,61,1,399.0
00000000000000000000074b,2582,1,299.0
00000000000000000000074b,3797,1,1099.0
00000000000000000000074c,4535,3,219.0
00000000000000000000074c,4519,2,42.9
00000000000000000000074d,4400,2,67.0
00000000000000000000074e,1122,2,590.0
00000000000000000000074e,2116,1,128.0
00000000000000000000074f,4082,2,239.0
000000000000000000000750,763,1,269.0
000000000000000000000751,2165,2,259.0
000000000000000000000752,1897,2,1399.0
000000000000000000000752,403,3,999.0
000000000000000000000752,2266,3,359.0
000000000000000000000753,4474,3,25.9
000000000000000000000753,2435,2,30.7
000000000000000000000753,4525,1,49.9
000000000000000000000754,2731,2,279.0
000000000000000000000755,3908,1,329.0
000000000000000000000756,4598,1,130.0
000000000000000000000757,851,2,749.0
000000000000000000000757,5168,1,199.0
000000000000000000000757,138,3,1189.0
000000000000000000000758,3342,1,699.0
000000000000000000000759,1949,2,1399.99
000000000000000000000759,487,1,119.0
00000000000000000000075a,3314,3,999.0
00000000000000000000075b,2089,2,449.0
00000000000000000000075b,5312,1,73.9
00000000000000000000075b,4959,1,89.0
00000000000000000000075c,5250,1,91.5
00000000000000000000075c,4754,3,149.9
00000000000000000000075d,592,1,79.0
00000000000000000000075d,5604,1,470.0
00000000000000000000075d,3234,2,309.9
00000000000000000000075e,113,2,539.0
00000000000000000000075e,3387,1,690.0
00000000000000000000075e,877,2,2189.0
00000000000000000000075f,3368,2,520.0
000000000000000000000760,1196,2,795.0
000000000000000000000760,1694,1,1860.0
000000000000000000000760,3189,3,1699.0
000000000000000000000761,2066,2,439.0
000000000000000000000761,26,2,419.0
000000000000000000000762,1670,1,1464.0
000000000000000000000762,3387,2,690.0
000000000000000000000763,4339,3,65.9
000000000000000000000763,535,2,189.9
000000000000000000000764,3200,2,699.0
000000000000000000000764,2209,1,329.0
000000000000000000000764,1315,2,112.27
000000000000000000000765,4520,3,49.9
000000000000000000000766,5652,2,659.0
000000000000000000000766,810,3,1999.0
000000000000000000000767,878,2,2189.0
000000000000000000000767,1977,2,1279.0
000000000000000000000768,4706,3,31.92
000000000000000000000768,4342,2,139.99
000000000000000000000768,1499,3,89.0
000000000000000000000769,2796,2,2899.0
000000000000000000000769,12,1,139.9
00000000000000000000076a,2228,3,558.0
00000000000000000000076b,2924,2,1747.0
00000000000000000000076b,788,2,449.0
00000000000000000000076c,1976,3,725.0
00000000000000000000076d,846,1,919.0
00000000000000000000076d,4630,1,329.0
00000000000000000000076e,595,2,19.9
00000000000000000000076e,841,3,636.0
00000000000000000000076e,5579,1,390.0
00000000000000000000076e,4494,1,39.9
00000000000000000000076f,4813,2,98.9
000000000000000000000770,766,3,199.0
000000000000000000000770,2792,1,195.0
000000000000000000000770,1940,1,1279.0
000000000000000000000771,5645,2,450.0
000000000000000000000772,4011,1,275.0
000000000000000000000772,1773,1,799.0
000000000000000000000772,3374,3,500.0
000000000000000000000772,2710,3,459.0
000000000000000000000773,3706,3,599.0
000000000000000000000773,4558,1,64.9
000000000000000000000773,1346,3,110.0
000000000000000000000773,221,3,2839.0
000000000000000000000774,371,3,649.0
000000000000000000000775,5421,1,55.0
000000000000000000000775,3683,3,429.0
000000000000000000000776,2455,3,226.1
000000000000000000000777,63,2,399.0
000000000000000000000777,1404,1,3599.0
000000000000000000000778,1291,1,2299.0
000000000000000000000779,4262,3,447.3
00000000000000000000077a,4798,1,194.65
00000000000000000000077a,2704,3,329.0
00000000000000000000077a,3712,3,579.0
00000000000000000000077b,3647,2,499.0
00000000000000000000077b,2288,2,799.0
00000000000000000000077c,2422,2,39.5
00000000000000000000077d,5690,1,1299.0
00000000000000000000077e,3233,3,599.0
00000000000000000000077e,5322,3,684.3
00000000000000000000077f,1036,3,1259.0
00000000000000000000077f,1971,3,74.9
00000000000000000000077f,416,3,6699.0
000000000000000000000780,767,2,389.0
000000000000000000000780,2128,2,1409.0
000000000000000000000781,1682,3,1789.0
000000000000000000000781,1145,3,650.0
000000000000000000000781,1807,1,1299.0
000000000000000000000782,2637,2,64.9
000000000000000000000783,95,1,469.0
000000000000000000000784,1352,3,249.0
000000000000000000000785,805,3,79.0
000000000000000000000785,3597,3,9.9
000000000000000000000786,1227,2,154.9
000000000000000000000787,2394,1,139.0
000000000000000000000787,2137,1,999.0
000000000000000000000788,4024,1,1799.0
000000000000000000000788,4279,1,19.9
000000000000000000000789,3842,1,84.0
00000000000000000000078a,2141,1,420.0
00000000000000000000078b,1229,2,109.0
00000000000000000000078c,2635,3,139.9
00000000000000000000078c,3028,1,2799.9
00000000000000000000078d,4527,2,49.9
00000000000000000000078d,323,1,929.0
00000000000000000000078d,5121,2,459.0
00000000000000000000078e,2909,3,599.0
00000000000000000000078e,140,3,1189.0
00000000000000000000078f,2194,1,499.0
000000000000000000000790,4554,3,74.9
000000000000000000000791,3881,1,119.0
000000000000000000000791,4084,3,1545.0
000000000000000000000792,1985,1,149.0
000000000000000000000793,4274,3,344.4
000000000000000000000793,4682,3,78.9
000000000000000000000793,5286,3,649.0
000000000000000000000794,1070,2,670.0
000000000000000000000794,3017,1,3999.0
000000000000000000000794,4329,1,32.99
000000000000000000000795,2389,1,130.0
000000000000000000000795,5175,2,79.9
000000000000000000000795,3194,2,249.5
000000000000000000000796,5536,3,79.0
000000000000000000000796,3024,3,2699.0
000000000000000000000796,2785,1,2389.0
000000000000000000000797,3849,2,1949.0
000000000000000000000797,3091,2,5789.0
000000000000000000000798,185,3,2099.0
000000000000000000000798,1851,1,1299.0
000000000000000000000799,2257,2,359.0
000000000000000000000799,2717,3,79.9
000000000000000000000799,1100,3,999.0
00000000000000000000079a,2387,1,229.0
00000000000000000000079a,1957,2,1299.0
00000000000000000000079a,1677,1,1789.0
00000000000000000000079a,1771,3,1399.0
00000000000000000000079b,1159,1,550.0
00000000000000000000079b,838,3,527.0
00000000000000000000079b,738,3,2549.0
00000000000000000000079c,4969,1,34.93
00000000000000000000079c,1628,3,309.0
00000000000000000000079d,2647,1,50.9
00000000000000000000079d,1850,2,639.0
00000000000000000000079e,2683,1,229.0
00000000000000000000079e,3190,2,699.0
00000000000000000000079f,88,1,389.0
00000000000000000000079f,1515,1,75.0
00000000000000000000079f,1710,3,2699.0
0000000000000000000007a0,4292,3,122.9
0000000000000000000007a0,108,2,499.0
0000000000000000000007a0,2003,2,899.0
0000000000000000000007a1,4884,1,69.9
0000000000000000000007a1,981,3,759.0
0000000000000000000007a1,3404,3,115.0
0000000000000000000007a2,625,1,85.0
0000000000000000000007a2,2550,1,648.9
0000000000000000000007a2,4946,3,79.0
0000000000000000000007a3,3253,3,979.0
0000000000000000000007a4,1292,1,179.9
0000000000000000000007a5,2767,2,319.0
0000000000000000000007a6,4392,2,74.4
0000000000000000000007a7,2765,2,309.0
0000000000000000000007a7,1947,2,939.0
0000000000000000000007a7,4034,2,119.0
0000000000000000000007a8,1056,2,750.0
0000000000000000000007a9,454,2,479.0
0000000000000000000007a9,4262,2,447.3
0000000000000000000007a9,1665,2,1549.0
0000000000000000000007aa,5611,2,299.0
0000000000000000000007ab,2081,1,449.0
0000000000000000000007ab,2790,2,599.99
0000000000000000000007ab,2915,3,2516.9
0000000000000000000007ac,4599,1,199.0
0000000000000000000007ac,5277,3,899.0
0000000000000000000007ad,2491,3,209.0
0000000000000000000007ae,1945,2,899.0
0000000000000000000007af,378,1,599.0
0000000000000000000007b0,3036,2,1649.0
0000000000000000000007b1,4625,3,77.94
0000000000000000000007b2,3712,2,579.0
0000000000000000000007b2,2091,3,125.0
0000000000000000000007b2,4776,3,299.94
0000000000000000000007b2,1357,3,255.0
0000000000000000000007b3,5381,3,56.0
0000000000000000000007b3,2429,3,290.5
0000000000000000000007b3,4528,3,49.9
0000000000000000000007b4,4278,2,45.0
0000000000000000000007b5,2707,3,469.0
0000000000000000000007b6,1593,1,175.0
0000000000000000000007b6,1435,1,329.0
0000000000000000000007b7,3522,3,163.9
0000000000000000000007b7,3312,1,815.92
0000000000000000000007b7,4620,2,899.0
0000000000000000000007b8,965,2,999.0
0000000000000000000007b9,1769,2,999.0
0000000000000000000007ba,5490,3,55.0
0000000000000000000007bb,4597,1,57.38
0000000000000000000007bc,5437,3,29.9
0000000000000000000007bc,966,3,1090.0
0000000000000000000007bc,1168,2,569.0
0000000000000000000007bc,5695,2,1299.9
0000000000000000000007bd,2939,3,1799.0
0000000000000000000007bd,4461,1,23.9
0000000000000000000007be,2824,3,94.9
0000000000000000000007be,3334,1,4019.99
0000000000000000000007bf,5618,1,259.0
0000000000000000000007c0,985,2,530.0
0000000000000000000007c0,2064,3,499.0
0000000000000000000007c0,1574,1,5099.0
0000000000000000000007c0,2188,1,389.0
0000000000000000000007c1,333,1,1029.0
0000000000000000000007c1,242,2,2629.0
0000000000000000000007c2,3201,1,699.0
0000000000000000000007c2,3190,1,699.0
0000000000000000000007c3,5475,1,12.99
0000000000000000000007c4,543,2,120.0
0000000000000000000007c5,600,1,99.0
0000000000000000000007c5,2633,2,139.0
0000000000000000000007c6,3632,3,1679.0
0000000000000000000007c6,5260,1,145.0
0000000000000000000007c6,3369,1,550.0
0000000000000000000007c7,3610,2,469.0
0000000000000000000007c7,3627,2,1.0
0000000000000000000007c7,4906,1,95.92
0000000000000000000007c8,3373,3,520.0
0000000000000000000007c8,5501,1,59.0
0000000000000000000007c8,1066,2,1139.0
0000000000000000000007c9,3885,1,209.0
0000000000000000000007c9,3150,3,4409.0
0000000000000000000007c9,391,3,1049.0
0000000000000000000007ca,4293,3,45.89
0000000000000000000007cb,731,2,155.9
0000000000000000000007cb,1087,2,8499.99
0000000000000000000007cc,4463,1,80.0
0000000000000000000007cd,644,1,159.0
0000000000000000000007cd,4940,1,119.0
0000000000000000000007ce,2604,3,28.99
0000000000000000000007ce,1085,3,677.0
0000000000000000000007ce,3832,2,99.0
0000000000000000000007ce,4062,2,56.0
0000000000000000000007cf,2168,3,259.0
0000000000000000000007d0,3241,2,979.0
0000000000000000000007d1,434,1,2699.0
0000000000000000000007d2,888,2,919.0
0000000000000000000007d2,1162,3,465.0
0000000000000000000007d3,1323,3,199.0
0000000000000000000007d4,839,2,707.0
0000000000000000000007d4,5147,3,160.0
0000000000000000000007d4,1585,2,2899.0
0000000000000000000007d5,5627,1,289.0
0000000000000000000007d5,4969,2,34.93
0000000000000000000007d5,3588,1,7199.0
0000000000000000000007d6,5584,2,229.0
0000000000000000000007d7,188,3,3099.0
0000000000000000000007d7,4038,3,21.0
0000000000000000000007d7,4822,2,103.9
0000000000000000000007d7,4462,2,48.0
0000000000000000000007d8,4068,2,69.0
0000000000000000000007d8,1933,3,1199.0
0000000000000000000007d9,3082,1,3699.0
0000000000000000000007d9,4429,3,70.0
0000000000000000000007d9,1177,1,709.0
0000000000000000000007da,3223,3,665.5
0000000000000000000007db,860,3,580.0
0000000000000000000007db,5626,1,289.0
0000000000000000000007db,2171,3,259.0
0000000000000000000007db,3318,1,315.0
0000000000000000000007dc,4652,2,71.9
0000000000000000000007dd,5586,1,169.0
0000000000000000000007dd,2200,2,779.0
0000000000000000000007de,1040,3,859.0
0000000000000000000007de,310,3,1149.0
0000000000000000000007de,2711,3,639.0
0000000000000000000007de,278,1,2499.0
0000000000000000000007df,2055,3,1499.0
0000000000000000000007df,4157,1,28.0
0000000000000000000007df,2391,2,169.0
0000000000000000000007e0,541,1,49.9
0000000000000000000007e0,5303,2,99.0
0000000000000000000007e1,3616,2,1899.0
0000000000000000000007e1,751,1,155.0
0000000000000000000007e2,5380,1,56.0
0000000000000000000007e3,521,2,729.0
0000000000000000000007e3,5144,3,105.0
0000000000000000000007e3,5437,3,29.9
0000000000000000000007e3,3780,2,999.0
0000000000000000000007e4,1261,2,2799.0
0000000000000000000007e4,1061,3,663.9
0000000000000000000007e5,4296,1,48.5
0000000000000000000007e6,5698,2,1949.0
0000000000000000000007e7,5076,2,59.9
0000000000000000000007e8,4439,1,23.9
0000000000000000000007e9,4290,2,94.5
0000000000000000000007ea,2021,3,1199.0
0000000000000000000007eb,1821,3,1599.0
0000000000000000000007eb,1594,1,169.0
0000000000000000000007eb,4475,2,112.9
0000000000000000000007ec,2768,3,389.0
0000000000000000000007ed,4715,1,139.0
0000000000000000000007ee,4981,3,74.9
0000000000000000000007ef,3205,2,689.0
0000000000000000000007f0,4577,2,24.8
0000000000000000000007f0,2658,2,379.0
0000000000000000000007f0,129,3,1429.0
0000000000000000000007f0,4997,2,41.9
0000000000000000000007f1,4197,1,24.9
0000000000000000000007f1,4727,2,124.9
0000000000000000000007f1,611,3,20.0
0000000000000000000007f2,2205,1,597.1
0000000000000000000007f2,309,2,1149.0
0000000000000000000007f3,2686,1,349.0
0000000000000000000007f4,3899,1,329.0
0000000000000000000007f4,4297,2,199.2
0000000000000000000007f4,798,2,1129.0
0000000000000000000007f5,1227,1,154.9
0000000000000000000007f5,5271,1,93.9
0000000000000000000007f5,894,2,229.0
0000000000000000000007f5,2323,1,267.1
0000000000000000000007f6,4291,3,105.9
0000000000000000000007f6,3874,1,239.99
0000000000000000000007f7,1064,1,609.0
0000000000000000000007f8,1122,3,590.0
0000000000000000000007f8,2711,2,639.0
0000000000000000000007f9,3685,2,629.0
0000000000000000000007f9,4415,2,25.9
0000000000000000000007fa,5484,3,39.9
0000000000000000000007fa,2291,3,879.0
0000000000000000000007fb,5028,3,34.93
0000000000000000000007fb,2360,1,549.0
0000000000000000000007fb,1457,2,69.9
0000000000000000000007fc,209,1,2499.0
0000000000000000000007fc,1116,1,1100.0
0000000000000000000007fc,52,2,509.0
0000000000000000000007fc,323,2,929.0
0000000000000000000007fd,1075,2,879.0
0000000000000000000007fd,5265,1,849.0
0000000000000000000007fd,949,1,999.0
0000000000000000000007fd,2671,1,309.0
0000000000000000000007fe,1493,1,349.0
0000000000000000000007fe,5587,2,280.0
0000000000000000000007ff,5079,3,53.4
000000000000000000000800,5221,3,99.0
000000000000000000000800,3614,2,619.0
000000000000000000000801,1374,1,204.0
000000000000000000000801,3022,1,1149.0
000000000000000000000801,2359,3,35.0
000000000000000000000802,1560,1,509.0
000000000000000000000802,516,3,1789.0
000000000000000000000802,1035,1,2850.0
000000000000000000000803,67,1,759.0
